participant_id	run_name	cond1	acc1	rt1	cond2	acc2	rt2	cond3	acc3	rt3	cond4	acc4	rt4	task
sub-1119	sub-1119_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.667	2168.5	Loc	1	2046.167	Diff	1	1718.833	NA	NA	NA	LocalASL
sub-1122	sub-1122_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1969.167	Loc	0.833	2667.833	Diff	0.6	2887	NA	NA	NA	LocalASL
sub-1122	sub-1122_ses-1_task-LocalASL_acq-D3S0301_run-2_events.tsv	HS	0.833	2365.167	Loc	1	2228.333	Diff	0.917	2108.75	NA	NA	NA	LocalASL
sub-1129	sub-1129_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.75	3009.333	Loc	0.333	2046.667	Diff	0.636	2769	NA	NA	NA	LocalASL
sub-1129	sub-1129_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.6	2575.667	Loc	0.5	2130.167	Diff	0.818	2246.5	NA	NA	NA	LocalASL
sub-1130	sub-1130_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	1675.333	Loc	0.833	1886.5	Diff	0.833	1818.167	NA	NA	NA	LocalASL
sub-1130	sub-1130_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.5	1862.167	Loc	0.667	1927.667	Diff	1	1740.417	NA	NA	NA	LocalASL
sub-1131	sub-1131_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.833	3102.333	Loc	0.833	1955.333	Diff	0.417	2689.5	NA	NA	NA	LocalASL
sub-1131	sub-1131_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.667	2145.833	Loc	0.833	2101.167	Diff	0.833	2480.333	NA	NA	NA	LocalASL
sub-1148	sub-1148_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	1918.667	Loc	0.667	2037.5	Diff	0.75	2133.333	NA	NA	NA	LocalASL
sub-1148	sub-1148_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.8	2409.833	Loc	0.5	2476.6	Diff	0.917	1958.583	NA	NA	NA	LocalASL
sub-1156	sub-1156_ses-1_task-LocalASL_acq-D2S0701_run-1_events.tsv	HS	1	2051.333	Loc	0.833	2217.333	Diff	1	1806.5	NA	NA	NA	LocalASL
sub-1156	sub-1156_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.667	1823.333	Loc	0.833	1835.667	Diff	0.917	1755.75	NA	NA	NA	LocalASL
sub-1160	sub-1160_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1809.667	Loc	1	1907.667	Diff	0.75	1945.833	NA	NA	NA	LocalASL
sub-1160	sub-1160_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1731.333	Loc	1	1674.167	Diff	0.833	1872.5	NA	NA	NA	LocalASL
sub-1161	sub-1161_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1970.333	Loc	0.833	2230.833	Diff	1	2102.833	NA	NA	NA	LocalASL
sub-1161	sub-1161_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.833	1895.167	Loc	0.667	2247.5	Diff	1	2099.5	NA	NA	NA	LocalASL
sub-1169	sub-1169_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.833	2540.5	Loc	0.833	2670.5	Diff	0.583	2598.667	NA	NA	NA	LocalASL
sub-1169	sub-1169_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.667	2315	Loc	0.667	2327.5	Diff	0.727	2494.5	NA	NA	NA	LocalASL
sub-1178	sub-1178_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2082	Loc	1	1889.167	Diff	0.667	2540.333	NA	NA	NA	LocalASL
sub-1178	sub-1178_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1807	Loc	0.833	2115.333	Diff	0.917	2232.667	NA	NA	NA	LocalASL
sub-1180	sub-1180_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.833	2064.667	Loc	0.667	2172.167	Diff	0.917	1915.25	NA	NA	NA	LocalASL
sub-1180	sub-1180_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.667	2237.167	Loc	0.667	1964	Diff	1	1906.75	NA	NA	NA	LocalASL
sub-1181	sub-1181_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1642.667	Loc	0.667	1838.167	Diff	0.417	2220.5	NA	NA	NA	LocalASL
sub-1181	sub-1181_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	1765.167	Loc	0.8	2296.833	Diff	0.833	1931.583	NA	NA	NA	LocalASL
sub-1184	sub-1184_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1934.833	Loc	0.75	2971.8	Diff	1	2602.083	NA	NA	NA	LocalASL
sub-1184	sub-1184_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	2933.5	Loc	0.75	3033.2	Diff	1	2603.083	NA	NA	NA	LocalASL
sub-1185	sub-1185_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1853.667	Loc	0.833	1964.833	Diff	0.667	1985.917	NA	NA	NA	LocalASL
sub-1185	sub-1185_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	2126	Loc	0.833	1886	Diff	0.917	1982.917	NA	NA	NA	LocalASL
sub-1187	sub-1187_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1693.667	Loc	0.833	1886	Diff	1	1470.333	NA	NA	NA	LocalASL
sub-1187	sub-1187_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1610.333	Loc	0.667	1529.5	Diff	1	1500.25	NA	NA	NA	LocalASL
sub-1190	sub-1190_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	3015.833	Loc	1	3284.667	Diff	1	2834.75	NA	NA	NA	LocalASL
sub-1190	sub-1190_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	3499.333	Loc	1	2880.167	Diff	0.909	2476.167	NA	NA	NA	LocalASL
sub-1191	sub-1191_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.667	1981.333	Loc	1	2088.5	Diff	0.833	1998	NA	NA	NA	LocalASL
sub-1191	sub-1191_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1938.833	Loc	1	1699.667	Diff	0.917	1677.083	NA	NA	NA	LocalASL
sub-1192	sub-1192_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	2149.833	Loc	0.833	2147.5	Diff	0.833	2420.75	NA	NA	NA	LocalASL
sub-1192	sub-1192_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	2371.833	Loc	0.833	2253	Diff	1	2461.833	NA	NA	NA	LocalASL
sub-1194	sub-1194_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.833	1874.5	Loc	0.667	1875.333	Diff	1	1575.75	NA	NA	NA	LocalASL
sub-1194	sub-1194_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	0.833	1678.333	Loc	0.833	1576.333	Diff	0.917	1584.083	NA	NA	NA	LocalASL
sub-1195	sub-1195_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1888.5	Loc	1	1835.5	Diff	0.833	2165.667	NA	NA	NA	LocalASL
sub-1195	sub-1195_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	1801.167	Loc	1	1769.833	Diff	1	1792.583	NA	NA	NA	LocalASL
sub-1196	sub-1196_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1675.667	Loc	0.833	2181.333	Diff	0.917	2008.5	NA	NA	NA	LocalASL
sub-1196	sub-1196_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	1987.667	Loc	1	1901	Diff	1	1907.833	NA	NA	NA	LocalASL
sub-1197	sub-1197_ses-1_task-LocalASL_acq-D3S0201_run-1_events.tsv	HS	0.167	2014.167	Loc	0.167	2310.667	Diff	1	2411.417	NA	NA	NA	LocalASL
sub-1197	sub-1197_ses-1_task-LocalASL_acq-D3S0301_run-2_events.tsv	HS	0	2652.667	Loc	0.4	2672.333	Diff	1	2132.083	NA	NA	NA	LocalASL
sub-1197	sub-1197_ses-1_task-LocalASL_acq-D3S0801_run-1_events.tsv	HS	0.6	2220.667	Loc	0.4	2499.833	Diff	0.889	2508.833	NA	NA	NA	LocalASL
sub-1197	sub-1197_ses-1_task-LocalASL_acq-D3S0901_run-2_events.tsv	HS	0.167	1740.333	Loc	0.667	1815.167	Diff	1	1882.667	NA	NA	NA	LocalASL
sub-1198	sub-1198_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	2813	Loc	0.667	2931.167	Diff	1	2461.417	NA	NA	NA	LocalASL
sub-1198	sub-1198_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	2746.5	Loc	0.667	2819.167	Diff	1	2490.333	NA	NA	NA	LocalASL
sub-1199	sub-1199_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.333	2155	Loc	0.833	2232.667	Diff	0.917	1857.75	NA	NA	NA	LocalASL
sub-1199	sub-1199_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	1778.5	Loc	0.5	1775.833	Diff	1	1700.667	NA	NA	NA	LocalASL
sub-1203	sub-1203_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1977.167	Loc	0.833	1812	Diff	1	1851.833	NA	NA	NA	LocalASL
sub-1203	sub-1203_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.333	1917.667	Loc	0.833	1761.5	Diff	1	1847.833	NA	NA	NA	LocalASL
sub-1204	sub-1204_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	3352.833	Loc	0.8	2863.6	Diff	0.917	2727.75	NA	NA	NA	LocalASL
sub-1204	sub-1204_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.167	3500.833	Loc	0.6	3242.5	Diff	0.818	3270	NA	NA	NA	LocalASL
sub-1205	sub-1205_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2034.167	Loc	1	2078.667	Diff	0.583	1975.833	NA	NA	NA	LocalASL
sub-1205	sub-1205_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1767.667	Loc	0.833	1765.5	Diff	0.917	1897.5	NA	NA	NA	LocalASL
sub-1206	sub-1206_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	1782.167	Loc	1	1901.167	Diff	0.917	1919.833	NA	NA	NA	LocalASL
sub-1206	sub-1206_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1762.667	Loc	0.833	1654.333	Diff	1	1774.5	NA	NA	NA	LocalASL
sub-1208	sub-1208_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.667	2343.167	Loc	1	2138	Diff	0.917	2007	NA	NA	NA	LocalASL
sub-1208	sub-1208_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.833	2115.333	Loc	0.833	2067.667	Diff	0.833	2292.333	NA	NA	NA	LocalASL
sub-1209	sub-1209_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1975.167	Loc	0.833	2495.667	Diff	0.75	2361.667	NA	NA	NA	LocalASL
sub-1209	sub-1209_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	1	1714.5	Loc	0.833	2264.5	Diff	1	2082.25	NA	NA	NA	LocalASL
sub-1211	sub-1211_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2528.833	Loc	1	2576.5	Diff	0.75	2453.667	NA	NA	NA	LocalASL
sub-1211	sub-1211_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.5	2482.5	Loc	1	1936.5	Diff	1	2063.167	NA	NA	NA	LocalASL
sub-1213	sub-1213_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	2075.167	Loc	1	2356.833	Diff	0.909	2485.583	NA	NA	NA	LocalASL
sub-1213	sub-1213_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	2109.833	Loc	1	2130.167	Diff	0.917	2255.75	NA	NA	NA	LocalASL
sub-1220	sub-1220_ses-1_task-LocalASL_acq-D2S0901_run-1_events.tsv	HS	0.6	2190	Loc	0.167	2426	Diff	0.833	1768.083	NA	NA	NA	LocalASL
sub-1220	sub-1220_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.167	1672	Loc	0.667	2064.333	Diff	1	1813.75	NA	NA	NA	LocalASL
sub-1223	sub-1223_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.833	2399.333	Loc	1	2273	Diff	0.583	2406.417	NA	NA	NA	LocalASL
sub-1223	sub-1223_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.667	2058	Loc	0.833	2102.833	Diff	0.917	2072.833	NA	NA	NA	LocalASL
sub-1225	sub-1225_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.667	1852	Loc	0.833	2683.5	Diff	0.917	1950.333	NA	NA	NA	LocalASL
sub-1225	sub-1225_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	1917.167	Loc	0.833	1792	Diff	0.833	1992.75	NA	NA	NA	LocalASL
sub-1229	sub-1229_ses-1_task-LocalASL_acq-D2S0501_run-1_events.tsv	HS	0.6	2818.333	Loc	0.75	2969.667	Diff	0.625	2849.417	NA	NA	NA	LocalASL
sub-1231	sub-1231_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	3466.167	Loc	1	2753.8	Diff	0.727	2407.25	NA	NA	NA	LocalASL
sub-1231	sub-1231_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	NA	4198	Loc	NA	4198	Diff	NA	4198	NA	NA	NA	LocalASL
sub-1231	sub-1231_ses-1_task-LocalASL_acq-D3S0301_run-2_events.tsv	HS	0.5	2212	Loc	0.167	1676.333	Diff	1	1794.75	NA	NA	NA	LocalASL
sub-1240	sub-1240_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.667	1710.667	Loc	0.833	1995	Diff	0.818	2134.75	NA	NA	NA	LocalASL
sub-1240	sub-1240_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.5	2361.667	Loc	1	2060.5	Diff	1	1908.583	NA	NA	NA	LocalASL
sub-1246	sub-1246_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1754	Loc	0.833	1730.5	Diff	0.917	1991.667	NA	NA	NA	LocalASL
sub-1246	sub-1246_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.667	1940.167	Loc	0.833	1795.167	Diff	1	1722.75	NA	NA	NA	LocalASL
sub-1247	sub-1247_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	2298.833	Loc	0.25	3178.5	Diff	0.917	2171.75	NA	NA	NA	LocalASL
sub-1247	sub-1247_ses-1_task-LocalASL_acq-D2S1001_run-2_events.tsv	HS	0.667	2035.5	Loc	0.833	2083.333	Diff	1	2000.833	NA	NA	NA	LocalASL
sub-1248	sub-1248_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.833	1840.833	Loc	0.833	1950.5	Diff	1	1907.083	NA	NA	NA	LocalASL
sub-1248	sub-1248_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.833	1945	Loc	0.667	1995.333	Diff	1	1848.5	NA	NA	NA	LocalASL
sub-1250	sub-1250_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2120.5	Loc	0.5	2546.667	Diff	1	2568.25	NA	NA	NA	LocalASL
sub-1250	sub-1250_ses-1_task-LocalASL_acq-D2S0701_run-2_events.tsv	HS	0.6	3078.667	Loc	0.333	2636.167	Diff	1	2716.917	NA	NA	NA	LocalASL
sub-1252	sub-1252_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	1	2732.333	Loc	0.833	1707.333	Diff	0.444	2905.417	NA	NA	NA	LocalASL
sub-1252	sub-1252_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	2401.667	Loc	0.8	2057	Diff	0.917	2208.917	NA	NA	NA	LocalASL
sub-1255	sub-1255_ses-1_task-LocalASL_acq-D2S1301_run-1_events.tsv	HS	0.333	1793.167	Loc	0.4	2811.5	Diff	0.909	2534.083	NA	NA	NA	LocalASL
sub-1257	sub-1257_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.75	2898.333	Loc	0.25	2677.8	Diff	0.714	3141.083	NA	NA	NA	LocalASL
sub-1257	sub-1257_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	1	3213.167	Loc	0.5	2869.333	Diff	0.889	2610.167	NA	NA	NA	LocalASL
sub-1265	sub-1265_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	2606.667	Loc	0.8	2837.5	Diff	0.818	3306.75	NA	NA	NA	LocalASL
sub-1265	sub-1265_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0.4	3669.167	Loc	0.75	3381.333	Diff	0.778	3126.083	NA	NA	NA	LocalASL
sub-1268	sub-1268_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.5	2830.333	Loc	0.4	2886.167	Diff	1	2306	NA	NA	NA	LocalASL
sub-1268	sub-1268_ses-1_task-LocalASL_acq-D2S0901_run-2_events.tsv	HS	0	2054.667	Loc	0.167	2064.5	Diff	1	1831.833	NA	NA	NA	LocalASL
sub-1269	sub-1269_ses-1_task-LocalASL_acq-D2S0401_run-1_events.tsv	HS	0.8	2893	Loc	0.75	2476.8	Diff	0.909	2529.167	NA	NA	NA	LocalASL
sub-1269	sub-1269_ses-1_task-LocalASL_acq-D2S0801_run-2_events.tsv	HS	1	2222.833	Loc	0.833	1844.833	Diff	1	2114.917	NA	NA	NA	LocalASL
